budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
4000000,866999,MirrorMask,Dave McKean,fictional place|dream|fantasy,101,Adventure|Fantasy|Drama|Science Fiction|Family,Destination Films,44,6.5,2005
35000000,19294901,Cursed,Wes Craven,bite|transformation|supernatural powers|siblings|werewolf,97,Horror|Comedy,Craven-Maddalena Films|Outerbanks Entertainment|Dimension Films|Kalis Productions GmbH & Co. Zweite KG,75,5.0,2005
50000000,8342132,Stay,Marc Forster,suicide attempt|time warp|loss of sense of reality|student|psychiatrist,99,Mystery|Thriller|Drama,20th Century Fox|Regency Enterprises,162,6.4,2005
25000000,27645491,Ice Princess,Tim Fywell,sport|figure skating|teenage girl|teen movie|teenager,98,Comedy,Walt Disney Pictures|Bridget Johnson Films|Skate Away Productions,96,5.8,2005
82000000,190320568,The Longest Yard,Peter Segal,prison|american football|prisoner|blackmail|supervisor,113,Comedy|Drama,Paramount Pictures|Columbia Pictures Corporation|MTV Films|Happy Madison Productions|Callahan Filmworks,443,6.2,2005
3000000,18637690,Waiting...,Rob McKittrick,decision|waiter|hostess|trainee|gross out,94,Comedy,L.I.F.T. Production|Eden Rock Media,108,6.0,2005
32000000,97918663,Are We There Yet?,Brian Levant,car journey|macho|children|pretty woman|trouble,95,Comedy|Family|Adventure|Romance,Columbia Pictures|Revolution Studios|Cube Vision,135,5.4,2005
80000000,5989640,A Sound of Thunder,Peter Hyams,dying and death|time travel|romance|dinosaur,110,Thriller|Science Fiction|Adventure|Action,Epsilon Motion Pictures|Franchise Pictures|Baldwin Entertainment Group|Dante Entertainment|Crusader Entertainment,58,4.8,2005
0,0,London,Hunter Richards,new york|celebration,92,Drama|Action|Romance,Destination Films|Silver Nitrate Films|National Film and Television School (NFTS)|LHR Productions Inc.,52,5.7,2005
9000000,0,Three,Stewart Raffill,exotic island|wife husband relationship|infidelity|shipwreck|yacht,95,Horror|Adventure|Drama|Thriller,Thema Production,16,4.4,2005
18000000,46201432,The Fog,Rupert Wainwright,prophecy|fire|sea|beach|cemetery,100,Horror|Thriller,Revolution Studios|Debra Hill Productions,85,4.2,2005
135000000,76932943,Stealth,Rob Cohen,artificial intelligence|us navy|aftercreditsstinger,121,Action,Laura Ziskin Productions|Original Film|Columbia Pictures Corporation|Phoenix Pictures|AFG Talons Productions,195,5.0,2005
15000000,47175038,The Wedding Date,Clare Kilner,based on novel|callboy|romantic comedy|wedding|escort,88,Comedy|Romance,Universal Pictures|26 Films,133,6.2,2005
25000000,2405420,BloodRayne,Uwe Boll,vampire|based on video game|vampire hunter|romania,95,Action|Adventure|Fantasy|Horror,Boll KG,62,3.8,2005
25000000,0,The World's Fastest Indian,Roger Donaldson,new zealand|utah|life's dream|independent film|motorcycle,127,Drama,New Zealand Film Commission|2929 Productions|OLC / Rights Entertainment|Tanlay|New Zealand Film Production Fund,76,7.1,2005
0,37691644,Casanova,Lasse HallstrÃ¶m,venice|female nudity|women|lover (female)|carnival,112,Comedy,The Mark Gordon Company|Touchstone Pictures|Power|Gondola Pictures,120,6.2,2005
130000000,119269486,Sahara,Breck Eisner,tyrant|ironclad ship,124,Action|Adventure|Comedy|Drama|Mystery,Paramount Pictures|Bristol Bay Productions|Baldwin Entertainment Group|Desertlands Entertainment|Mace Neufeld Productions,243,5.6,2005
10000000,17297244,The Matador,Richard Shepard,mexico city|midlife crisis|hotelbar|cocktail|independent film,96,Action|Comedy|Crime|Drama|Thriller,Miramax Films,70,6.0,2005
7000000,49084830,Capote,Bennett Miller,gay|self-fulfilling prophecy|based on novel|journalism|identity,114,Crime|Drama,Sony Pictures Classics|Cooper's Town Productions|Eagle Vision Inc.|Manitoba Film and Video Production Tax Credit|Province of British Columbia Production Services Tax Credit,202,6.7,2005
35000000,19478106,Valiant,Gary Chapman,animation|animal|3d animation,76,Animation|Family|Adventure,Vanguard Films|Scanbox,138,5.3,2005
25000000,82466670,The Constant Gardener,Fernando Meirelles,aids|diplomat|nairobi|politician|pharmaceutical industry,129,Drama|Mystery|Thriller,Studio Babelsberg|Epsilon Motion Pictures|UK Film Council|Scion Films|Focus Features,206,6.7,2005
0,2455831,Imagine Me & You,Ol Parker,london|flower shop|homosexuality|lesbian|lgbt,93,Drama|Comedy|Romance,BBC Films|Filmstiftung Nordrhein-Westfalen|X-Filme Creative Pool|Ealing Studios|Fragile Films,97,6.7,2005
950000,7022209,Hard Candy,David Slade,suicide|rape|age difference|photographer|ice,103,Drama|Thriller,Vulcan Productions Inc.,353,6.8,2005
40000000,68766121,House of Wax,Jaume Collet-Serra,american football|traffic jam|murder|suspense|wax museum,113,Horror,Village Roadshow Pictures|Dark Castle Entertainment|Warner Bros.,334,5.3,2005
80000000,10166502,The Great Raid,John Dahl,world war ii|rescue mission|soldier,132,Action|Adventure|Drama|History|War,Miramax Films|Lawrence Bender Productions|Marty Katz Productions,53,6.5,2005
50000000,22944502,Domino,Tony Scott,bounty hunter|fbi|weapon|spectacle,127,Action|Crime,New Line Cinema|Davis-Films|Metropolitan Filmexport|Scott Free Productions|Domino 17521,277,6.1,2005
0,0,The Batman vs Dracula,Michael Goguen,dracula|super powers,83,Fantasy|Animation|Horror|Action|Thriller,DC Comics,28,6.0,2005
0,0,The Sandlot 2,David M. Evans,sport,97,Comedy|Family,Twentieth Century Fox Home Entertainment|David Evans Pictures,20,5.1,2005
0,12382362,The Man,Les Mayfield,mistake in person|false identity|arms dealer|cop|police officer,83,Action|Comedy|Crime,New Line Cinema,77,5.2,2005
50000000,69425966,The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,imaginary friend|outcast,92,Adventure|Fantasy|Action|Family,Columbia Pictures Corporation|Dimension Films,148,4.3,2005
0,0,Tarzan II,Brian Smith,tarzan,72,Adventure|Animation|Family,Walt Disney Pictures,119,5.9,2005
25000000,15431177,The Greatest Game Ever Played,Bill Paxton,sport,120,Drama|Family,Walt Disney Pictures,64,7.0,2005
0,1117920,Little Manhattan,Mark Levin,jealousy|dream|karate|flower girl|marriage,84,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Pariah,100,7.0,2005
0,0,Edison,David J. Burke,journalist|police brutality|metropolis|investigation|female judge,99,Drama|Thriller,VIP 3 Medienfonds|Millennium Films|Emmett/Furla Films,50,5.6,2005
3500000,0,Urban Legends: Bloody Mary,Mary Lambert,high school|bong|spirit|mirror|woman director,93,Horror|Thriller,Columbia Pictures Television,27,5.0,2005
15000000,12036149,The Three Burials of Melquiades Estrada,Tommy Lee Jones,border patrol|united statesâ€“mexico barrier|promise|desert,121,Adventure|Crime|Drama|Mystery|Western,The Javelina Film Company|EuropaCorp,75,6.7,2005
13000000,0,7 Seconds,Simon Fellows,hostage|hold-up robbery|chase|wretch|police,96,Action|Crime|Thriller,Andrew Stevens Entertainment,26,4.3,2005
0,0,Santa's Slay,David Steiman,holiday|angel|bet|grandfather grandson relationship|mass murder,78,Comedy|Fantasy|Horror,Rat Entertainment,25,4.4,2005
1000000,10047674,Cry_Wolf,Jeff Wadlow,murder|serial killer|student|rumor,90,Horror|Thriller,Universal Pictures,62,5.4,2005
30000000,27610873,Goal!: The Dream Begins,Danny Cannon,restaurant|sport|coach|athlete|newcastle united,118,Drama,Touchstone Pictures|Milkshake Films|Hargitay & Hargitay Pictures in Motion,119,6.5,2005
10000000,91196419,White Noise,Geoffrey Sax,wheelchair|time|voice|inspector|supernatural,101,Drama|Horror|Thriller,Universal Pictures|Brightlight Pictures|Endgame Entertainment|The Movie Network (TMN)|Canadian Film or Video Production Tax Credit (CPTC),125,5.5,2005
0,0,Enron: The Smartest Guys in the Room,Alex Gibney,corruption|capitalism|bankrupt|scandal|wall street,110,Documentary,2929 Productions,40,6.7,2005
475000,3919254,Brick,Rian Johnson,california|lone wolf|leave|high school|independent film,110,Drama|Mystery,Bergman Lustig productions,177,6.8,2005
30000000,251495,Dominion: Prequel to the Exorcist,Paul Schrader,africa|exorcism|nazis|faith|satan,117,Horror|Thriller|Drama,Morgan Creek Productions,38,4.6,2005
30000000,30536013,The New World,Terrence Malick,chief|new world,135,Drama|History|Romance,New Line Cinema|First Foot Films|Sunflower Productions|Sarah Green Film|The Virginia Company LLC,157,6.1,2005
14200000,674918,Manderlay,Lars von Trier,southern u.s.|slavery|duringcreditsstinger,139,Drama,Zentropa Entertainments|Danmarks Radio (DR)|Arte|Memfis Film|Isabella Films BV,33,6.9,2005
0,0,Love Wrecked,Randal Kleiser,beach|island|rock star|shipwreck|stranded,87,Family|Romance,Media 8 Entertainment|Santo Domingo Film & Music Video|Bacon & Eggs,75,5.0,2005
35000000,86369815,Sky High,Mike Mitchell,hero|loyalty|mockery|supernatural powers|high school,100,Adventure|Comedy|Family,Walt Disney Pictures|Gunn Films|Max Stronghold Productions Inc.,292,5.8,2005
900000,381420,The Quiet,Jamie Babbit,depression|christmas party|deaf-mute|daughter|high school basketball,96,Drama|Thriller,Destination Films,34,5.6,2005
26000000,57891803,Red Eye,Wes Craven,hostage|menace|hitman|airplane,85,Horror|Thriller,DreamWorks SKG|Craven-Maddalena Films|BenderSpink,225,6.1,2005
0,0,FrÃ¡giles,Jaume BalaguerÃ³,nurse|menace|isle of white|hospital|clinic,101,Horror|Thriller,Castelao Producciones|Future Films|Just Films,54,5.8,2005
0,40442437,The Ringer,Barry W. Blaustein,operation|lawnmower|loser|finger|sport,94,Comedy,Fox Searchlight Pictures,48,5.5,2005
0,0,The Muppets' Wizard of Oz,Kirk R. Thatcher,witch|based on novel|scarecrow|the muppets|wizard of oz,88,Family|Adventure|Comedy|Music|Fantasy,"Touchstone Television|Jim Henson Productions|Jim Henson Company, The|Fox Television Studios",21,4.5,2005
0,0,An American Haunting,Courtney Solomon,witch|independent film|curse|suitor|family,83,Horror|Thriller,Media Pro Pictures|Allan Zeman Productions|After Dark Films|Remstar Productions|Sweetpea Entertainment,72,5.6,2005
0,0,Neverwas,Joshua Michael Stern,secret|book|psychiatrist|novelist|schizophrenic,108,Drama|Fantasy|Thriller,Legacy Filmworks|Neverwas Productions,11,6.3,2005
0,2945242,Romance & Cigarettes,John Turturro,lovers,105,Comedy|Music|Romance,United Artists,17,5.8,2005
0,92076,Beowulf & Grendel,Sturla Gunnarsson,hero|mythology|nordic mythology|mythical creature|viking,103,Adventure|Fantasy|Drama|Action,TÃ©lÃ©film Canada|Spice Factory|Endgame Entertainment|Movision|The Film Works,30,6.0,2005
7000000,2697930,Everything is Illuminated,Liev Schreiber,grandfather grandson relationship|mass murder|ukraine|pop culture|blindness and impaired vision,106,Comedy|Drama,Big Beach Productions|Stillking Films|Warner Independent Pictures (WIP)|Telegraph Films,130,7.4,2005
0,0,The Madagascar Penguins in a Christmas Caper,Gary Trousdale,holiday|zoo|penguin|madagascar|christmas eve,11,Animation|Comedy|Family,DreamWorks Animation,34,6.3,2005
1500000,712294,The Ballad of Jack and Rose,Rebecca Miller,female nudity|runaway|commune|egg|independent film,111,Drama,Elevation Filmworks|Initial Entertainment Group (IEG)|IFC Productions|Jack and Rose Productions,22,6.4,2005
45000000,72028752,"Yours, Mine & Ours",Raja Gosnell,big family|family|blended family,90,Comedy|Family|Romance,Paramount Pictures|Columbia Pictures Corporation|Nickelodeon Movies|O.N.C. Entertainment|Robert Simonds Productions,144,5.7,2005
9000000,0,Trust the Man,Bart Freundlich,independent film,103,Comedy|Drama|Romance,Trust the Man LLC,15,4.6,2005
0,0,Wild Things: Diamonds in the Rough,Jay Lowi,female nudity|florida|seduction|lesbian kiss|sequel,87,Crime|Drama|Mystery,Mandalay Pictures|Lightning Entertainment|Mainline Releasing,12,5.7,2005
0,0,One Man Band,Mark Andrews|Andrew Jimenez,fountain|pixar animated short|coin|bag of money|gold coin,4,Animation|Family,Pixar Animation Studios,70,7.1,2005
45000000,38058335,The Producers,Susan Stroman,cheating|adolf hitler|success|music|blonde,134,Comedy|Music,Sony Pictures|Gaumont Columbia Tristar Films,84,5.9,2005
818418,4851244,Romanzo criminale,Michele Placido,gang of thieves|noir|banda della magliana,152,Drama,Warner Bros.|Cattleya|Aquarius Films|Babe Film,56,6.9,2005
0,0,The Moguls,Michael Traeger,independent film,96,Comedy,Qwerty Films|N1 European Film Produktions GmbH & Co. KG|First Look International|Raygun Productions,12,4.8,2005
8000000,22201636,Hustle & Flow,Craig Brewer,rap|hip-hop|baby|midlife crisis|drug dealer,116,Drama,MTV Films,50,6.2,2005
1000000,13350369,Transamerica,Duncan Tucker,individual|gay|new york|usa|missionary,103,Drama,IFC Films|The Weinstein Company,65,6.5,2005
0,0,Dear Wendy,Thomas Vinterberg,underdog|secret society|friendship|pistol|self esteem,105,Comedy|Crime|Drama|Romance,Zentropa Entertainments|Nimbus Film Productions|Lucky Punch,15,5.5,2005
0,0,The Devil's Rejects,Rob Zombie,sadistic|killing|fire|sheriff|bounty hunter,107,Drama|Horror|Crime,Lions Gate Films|Cinerenta Medienbeteiligungs KG|Firm Films|Cinelamda Internationale Filmproduktionsgesellschaft,132,6.6,2005
20000000,10442808,Alone in the Dark,Uwe Boll,detective|monster|professor|island|museum,96,Action|Fantasy|Horror|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Lionsgate|Infogrames Entertainment,74,3.5,2005
20000000,67192859,Boogeyman,Stephen Kay,nightmare|hallucination|childhood trauma|break-up|hometown,89,Thriller|Horror|Drama|Mystery,Ghost House Pictures|Senator International|Screen Gems|Pacific Renaissance Pictures Ltd.,91,4.5,2005
13000000,23727301,Les PoupÃ©es Russes,CÃ©dric Klapisch,paris|london|sex|screenplay|screenwriter,129,Comedy|Drama|Romance,StudioCanal|TPS CinÃ©ma|Lunar Films|Canal+|Ce Qui Me Meut Motion Pictures,106,6.7,2005
0,0,The Aristocrats,Paul Provenza,aftercreditsstinger|duringcreditsstinger,89,Comedy|Documentary,Mighty Cheese Productions,18,5.8,2005
12000000,0,Tideland,Terry Gilliam,sex|isolation|magic|addicted|fear,120,Fantasy|Drama|Thriller|Science Fiction,Recorded Picture Company (RPC),66,6.0,2005
11000000,0,The Best Man,Stefan Schwartz,party|love|best friend|wedding|writer,96,Comedy|Romance,Endgame Entertainment|Surefire Film Productions|Redbus Pictures|Film Consortium|Best Man Filmproduktions,12,5.8,2005
4000000,0,Hellraiser: Deader,Rick Bota,suicide|pinhead|puzzle box|snuff films|puzzle box creator,88,Horror|Thriller|Mystery,Castel Film Romania|Neo Art & Logic|Stan Winston Productions|Dimension Films,27,4.6,2005
0,0,Twitches,Stuart Gillard,mother|sister sister relationship|twin sister|magic|adoption,86,Comedy|Drama|Family|Fantasy|TV Movie,Disney Channel,44,5.0,2005
6000000,0,House of the Dead 2,Michael Hurst,zombies|based on video game,95,Horror,Lions Gate Films,13,3.8,2005
0,0,Shadowboxer,Lee Daniels,hitman|mission of murder|step mother|labor pain,93,Action|Crime|Drama|Thriller,Lee Daniels Entertainment|Teton Films,11,5.5,2005
0,0,The Crow IV: Wicked Prayer,Lance Mungia,crow|supernatural|based on comic book|independent film|redemption,99,Action|Horror|Thriller,Jeff Most Productions|Edward R. Pressman Film|Dimension Films|Fubu Films,23,3.4,2005
0,0,8MM 2,J.S. Cardone,budapest|hungary|blackmail|porno scene|unsimulated sex,106,Thriller|Mystery|Drama,Sandstorm Films|Screen Gems,11,4.6,2005
0,1928985,Last Days,Gus Van Sant,sex|seattle|nudity|musician|song,96,Drama,HBO Films|Picturehouse Entertainment|Pie Films Inc.,51,5.0,2005
5000000,0,Hellraiser: Hellworld,Rick Bota,video game|pain|pinhead|cenobyten|party,91,Horror|Thriller,Miramax Films|Castel Film Romania|Dimension Films,21,4.5,2005
30000000,15007991,The Cave,Bruce Hunt,fall|burned alive|crushed to death|diver|swimwear,97,Action|Adventure|Horror|Thriller,Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Screen Gems|Cineblue Internationale Filmproduktionsgesellschaft|City Productions,111,5.2,2005
40000000,31670620,Rent,Chris Columbus,gay|sex|aids|hiv|based on play,135,Comedy|Drama|Music|Romance,Columbia Pictures|1492 Pictures|Revolution Studios,89,6.5,2005
0,0,Kirikou et les bÃªtes sauvages,Michel Ocelot|BÃ©nÃ©dicte Galup,woman director,75,Adventure|Animation|Family|Fantasy,Les Armateurs|Armada Films,28,6.0,2005
12000000,0,A Little Trip to Heaven,Baltasar KormÃ¡kur,cemetery|fraud|autopsy|suspense,98,Drama|Mystery|Thriller,Blueeyes Productions|Pink Productions,12,5.1,2005
0,0,All About Anna,Jessica Nilsson,paris|female nudity|sex|copenhagen|heterosexual,91,Comedy|Drama|Romance,Zentropa Productions|Innocent Pictures,34,2.5,2005
0,0,Grizzly Man,Werner Herzog,life and death|camping|rain|camcorder|self-abandonment,103,Documentary,Discovery Docs,70,6.9,2005
1500000,11098131,The Squid and the Whale,Noah Baumbach,childhood memory|uniform|independent film|private|tryst,81,Comedy|Drama,Destination Films|Samuel Goldwyn Films|Sony Pictures International,118,6.7,2005
25000000,0,Where the Truth Lies,Atom Egoyan,sex|journalist|journalism|1970s|entertainer,107,Drama|Mystery|Thriller,Serendipity Point Films,29,5.8,2005
1900000,0,AntikÃ¶rper,Christian Alvart,berlin|serial killer|police officer,127,Thriller|Crime|Drama,Kinowelt Filmproduktion|MedienKontor Movie GmbH,10,6.1,2005
18000000,0,The Big White,Mark Mylod,hitman|business man|insurance fraud|murder|alaska,100,Comedy|Crime|Drama,Capitol Films|Ascendant Pictures|Rising Star|Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG,40,6.2,2005
0,3357075,Paradise Now,Hany Abu-Assad,individual|terror|civil war|israel|palestine,90,Thriller|Crime|Drama,Lama Films|Augustus Film|Lama Productions|Lumer Films|Hazazah Film,26,6.3,2005
3000000,0,2001 Maniacs,Tim Sullivan,southern u.s.|hunting human beings|cut-off body part|horror|slaughter,87,Comedy|Horror,Raw Nerve|Velvet Steamroller Entertainment|BloodWorks,27,4.3,2005
15000000,0,Submerged,Anthony Hickox,terror|submarine,96,Action|Thriller,Nu Image / Millennium Films|Emmett Furla Oasis Films (EFO Films)|Luminosity Media,17,4.7,2005
0,0,Pretty Persuasion,Marcos Siega,sexual harassment,105,Comedy|Drama,REN-Mar Studios|Prospect Pictures,27,5.0,2005
0,0,Boo,Anthony C. Ferrante,ghost world,94,Horror,Graveyard Filmworks,12,4.3,2005
7500000,143000,Man-Thing,Brett Leonard,monster|swamp|marvel comic,97,Action|Horror|Science Fiction,Lions Gate Films|Artisan Entertainment|Marvel Enterprises,15,3.9,2005
1549000,7096000,Tau man ji D,Andrew Lau|Alan Mak,car race|future|young prostitute|chinese|alcoholic,107,Action|Crime|Thriller|Drama,Media Asia Film|Sil-Metropole Organisation|Avex Inc.|Basic Pictures,33,6.0,2005
0,0,Loverboy,Kevin Bacon,independent film,84,Drama|Romance,Bigel / Mailer Films|Millennium Films|Mixed Breed Films,10,4.5,2005
0,3102550,Supercross,Steve Boyum,sport,80,Action|Adventure|Drama|Romance,Tag Entertainment,12,4.8,2005
0,0,Underclassman,Marcos Siega,police|high school|undercover cop,95,Action|Comedy,Miramax Films,18,5.5,2005
0,0,Reeker,Dave Payne,bad smell|rave|blood splatter,90,Horror|Mystery,"Institution, The|Primal Pictures|Afraid of the Dark",21,4.7,2005
0,0,Rize,David LaChapelle,street gang|hip-hop|dance|fight|breakdance,86,Documentary,David LaChapelle Studios|HSI Productions|Darkfibre Entertainment Ltd.|Got Films,10,5.6,2005
4750000,206871,Tamara,Jeremy Haft,vampire|dying and death|high school|revenge,98,Fantasy|Horror|Thriller,Lions Gate Films|City Lights Pictures,31,4.9,2005
0,0,House of Fury,Stephen Fung,comedy|female martial artist,102,Action|Comedy|Foreign,"Emperor Multimedia Group (EMG)|JCE Entertainment Ltd,",18,6.4,2005
0,0,The Marksman,Marcus Adams,helicopter,95,Action|Adventure|Thriller,Castel Film Romania|Andrew Stevens Entertainment,16,4.1,2005
10284523,11588205,Shopgirl,Anand Tucker,salesclerk,104,Comedy|Drama|Romance,Epsilon Motion Pictures|Hyde Park Films|Shopgirl|Touchstone Pictures,31,5.8,2005
35000000,25224242,North Country,Niki Caro,rape|secret|minnesota|witness|miner,126,Drama,Warner Bros.|Participant Media|Nick Wechsler Productions,63,6.8,2005
0,0,The Gravedancers,Mike Mendez,envelope|childhood friend,95,Horror|Thriller,Code Entertainment,18,5.9,2005
0,0,í˜•ì‚¬ Duelist,Lee Myung-Se,hyeongsa|í˜•ì‚¬ duelist,111,Action,í”„ë¡œë•ì…˜M,10,5.2,2005
0,793604,Lemming,Dominik Moll,suicide|prostitute|wife husband relationship|summer residence|confidence,130,Drama|Thriller|Mystery,Diaphana Films,10,6.3,2005
0,0,Family Guy Presents Stewie Griffin: The Untold Story,Pete Michels,family guy,88,Comedy|Animation,20th Century Fox,62,6.9,2005
450000,973525,Conversations with Other Women,Hans Canosa,dialogue|talking|bridesmaid|wedding reception|wedding,84,Drama|Romance,Prophecy Pictures Ltd.|Gordonstreet Pictures,14,6.3,2005
8000000,852872,Down in the Valley,David Jacobson,indian territory|beach|stetson|san fernando valley|strange person,112,Drama|Romance,Class 5 Films,33,5.8,2005
30000000,34252847,Bad News Bears,Richard Linklater,baseball|sport|little league,113,Comedy|Family,Paramount Pictures,34,5.5,2005
0,0,Mouth to Mouth,Alison Murray,junkie|methadone programme|straÃŸenkids|independent film|drug,101,Drama,Egoli Tossell Film AG|MJW Productions|Hellhound Productions,15,5.4,2005
0,0,Cake,Nisha Ganatra,wedding|woman director,95,Drama|Comedy|Romance,New Real Films|First Look International|Cake Productions Inc.,20,5.2,2005
0,0,Confessions of a Sociopathic Social Climber,Dana Lustig,sex|dream|nightclub|satire|party,96,Comedy|Romance,Confessions Productions (II)|Once Upon a Time Films,10,4.3,2005
0,0,The Triangle,Craig R. Baxley,philadelphia experiment,240,Fantasy|Adventure|Action|Drama,Electric Entertainment|British Broadcasting Corporation (BBC)|Bad Hat Harry Productions|Uncharted Territory,32,5.4,2005
15000000,0,Into the Sun,Mink ,cia|fbi|mobile phone|katana|sword,97,Action|Adventure|Drama|Thriller,Aries [jp],19,4.4,2005
0,0,Dreamer: Inspired By a True Story,John Gatins,horse race|horse|kentucky|sport|based on true story,106,Drama|Family,DreamWorks SKG|Hyde Park Entertainment,39,5.9,2005
0,0,Odd Girl Out,Tom McLoughlin,drama,120,Drama|Family,Elephant Films,13,5.2,2005
16398,0,Star Wreck: In the Pirkinning,Timo Vuorensola,shower|russia|emperor|space battle|future,103,Science Fiction|Action|Comedy,Energia Productions,13,7.1,2005
10,0,Edmond,Stuart Gordon,new york|sex|fortune teller|underworld|murder,82,Drama|Thriller,First Independent Pictures,16,5.8,2005
0,0,The Business,Nick Love,hit-and-run driving |hit and run,96,Drama|Action|Thriller|Crime,Vertigo Films|Monkey Productions S.L.,21,6.7,2005
0,0,Bob the Butler,Gary Sinyor,independent film,90,Comedy,Aquarius Films|Rampage Entertainment|Open Eye Productions|Bob Productions,13,5.7,2005
25000000,13411957,Lords of Dogtown,Catherine Hardwicke,skateboarding|success|independent film|woman director,107,Drama,Columbia Pictures|TriStar Pictures,118,6.9,2005
0,0,Saint-Jacques... La Mecque,Coline Serreau|Dominique FurgÃ©,spain|site of pilgrimage|siblings|hiking|pilgrimage,103,Comedy|Drama,Eniloc,13,5.3,2005
2000000,5048693,The Proposition,John Hillcoat,australia|outlaw,104,Action|Adventure|Crime|Drama|Thriller,Autonomous|UK Film Council|Surefire Film Productions|Pictures in Paradise|Pacific Film and Television Commission,103,7.0,2005
0,0,Venom,Jim Gillespie,louisiana|voodoo|swampf|escape|youth,85,Horror|Thriller,Collision Entertainment|Outerbanks Entertainment|Dimension Films,22,4.2,2005
35000000,0,La tigre e la neve,Roberto Benigni,medicine|professor for literature|bagdad|poet|iraq,114,Comedy|Drama|Romance,Melampo Cinematografica,47,6.2,2005
0,0,Archangel,Jon Jones,joseph stalin|drama,133,Thriller|Drama|Mystery|Crime,Powercorp|Baltic Film Group|British Broadcasting Corporation (BBC)|BBC Drama Group,11,4.5,2005
9600000,4386236,The Lost City,Andy GarcÃ­a,cuba|fidel castro|che guevara,144,Drama|Romance,Lions Gate Films,13,6.4,2005
9000000,0,Carlito's Way: Rise to Power,Michael Bregman,puerto rican|gangster boss,100,Action|Adventure|Drama|Thriller,Rogue Pictures,10,3.7,2005
6000000,0,House Of 9,Steven R. Monroe,suspense,86,Drama|Foreign|Horror|Mystery|Thriller,Defender Production,16,4.7,2005
3500000,0,Dracula III: Legacy,Patrick Lussier,suicide|female nudity|rebel|helicopter|whip,86,Horror,Castel Film Romania|Neo Art & Logic|Dimension Films,13,3.6,2005
30000000,25473093,Dark Water,Walter Salles,based on novel|water|remake|teacher|divorce,105,Drama|Horror|Thriller,Vertigo Entertainment|Touchstone Pictures|Post No Bills Films|Pandemonium Productions,113,5.2,2005
0,0,Elizabeth I,Tom Hooper,virgin|monarchy|governance|queen elizabeth i,223,Drama|History,Channel 4 Television|HBO Films|Company Pictures,11,6.7,2005
0,0,Me and You and Everyone We Know,Miranda July,brother brother relationship|playground|independent film|title spoken by character|sex talk,90,Comedy|Drama|Romance,IFC Films,48,6.7,2005
0,0,The Ice Harvest,Harold Ramis,nudity|strip club|stripper|crook|ice storm,88,Action|Adventure|Comedy|Crime|Drama,Bona Fide Productions|Focus Features,39,5.8,2005
0,0,Fierce People,Griffin Dunne,addiction|dysfunctional family|independent film|money|wealthy,112,Drama,Lions Gate Entertainments,18,5.8,2005
50000,0,The Call of Cthulhu,Andrew Leman,obsession|nightmare|notebook|cult|h.p. lovecraft,47,Horror|Thriller|Fantasy,HPLHS,14,6.1,2005
5000000,0,The Secret Life of Words,Isabel Coixet,nurse|yugoslavia|hearing aid|factory worker|dubrovnik,112,Drama|Romance|Foreign,Hotshot Films,24,6.4,2005
0,0,Lassie,Charles Sturridge,ritual|train ride|rescue|little girl|collie dog,100,Adventure|Drama|Family,Odyssey Entertainmant,18,6.8,2005
0,0,The Chumscrubber,Arie Posin,suicide|father-son relationship|surreal|independent film|parallel universe,108,Comedy|Drama,El Camino Pictures|Go Fish Pictures,24,7.0,2005
0,0,Dead & Breakfast,Matthew Leutwyler,gore|zombies,88,Comedy|Horror,Anchor Bay Entertainment,16,5.5,2005
0,1410778,The Notorious Bettie Page,Mary Harron,fetishism|naive|bdsm|individuality|school girl,91,Drama|Comedy,Killer Films|John Wells Productions|HBO Films,17,6.7,2005
0,6584159,Millions,Danny Boyle,female nudity|robbery|beheading|miracle|hallucination,98,Comedy|Crime|Drama,Mission Pictures,37,6.6,2005
3000000,0,Dirty,Chris Fisher,street gang|street war|internal affairs|los angeles|guilt,97,Crime|Drama|Thriller,Deviant Films|Silver Nitrate Pictures,17,5.7,2005
1500000,0,Death Tunnel,Philip Adrian Booth,asylum|haunting|initiation|schoolmates|waverly hills,97,Thriller|Comedy|Horror,Sony Pictures Home Entertainment,14,4.3,2005
0,0,Happy Endings,Don Roos,alcohol|sex|infidelity|blackmail|adoption,128,Comedy|Drama|Romance,Lions Gate Films,18,5.2,2005
0,0,Man with the Screaming Brain,Bruce Campbell,operation|taxi driver|face operation|comic book|bulgaria,90,Comedy|Horror|Science Fiction,ApolloProScreen,13,4.9,2005
3000000,11718595,Dave Chappelle's Block Party,Michel Gondry,black people|hip-hop|block party|megaphone|classroom,100,Comedy|Documentary|Music,Yari Film Group,15,7.0,2005
0,0,Dirty Love,John Asher,photographer|ecstasy,91,Comedy,Big Screen Entertainment Group|Palisades Pictures|DEJ Productions|Double Down Entertainment,15,4.8,2005
0,0,Le temps qui reste,FranÃ§ois Ozon,paris|sea|waitress|brother sister relationship|grandmother grandson relationship,85,Drama,Canal Plus|FidÃ©litÃ© Productions,15,6.5,2005
